Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,Magnitude,Sigma
1986,12,12,3,50,39,-13.9808,28.4076,0.88,4.16,1.00
1986,12,12,23,36,45,-3.3906,26.1736,23.88,4.32,1.00
1986,12,13,20,2,29,-4.9486,24.9676,28.32,4.63,1.00
1986,12,13,21,44,18,-18.3104,20.3254,9.50,4.30,1.00
1986,12,14,5,10,6,-19.4313,26.4128,46.13,4.28,1.00
1986,12,17,22,36,52,-17.3985,21.3769,10.18,4.32,1.00
1986,12,18,19,3,50,-15.5337,23.3655,2.92,4.66,1.00
1986,12,20,15,50,22,-13.7216,24.7415,24.85,4.28,1.00
1986,12,24,5,35,37,-14.4330,20.7434,27.31,4.36,1.00
1986,12,27,15,41,29,-17.3093,28.8564,29.70,4.38,1.00
1986,12,28,18,5,33,-6.2039,22.8530,32.31,4.29,1.00
1986,12,31,18,3,43,-6.0485,24.4595,38.72,4.53,1.00
1987,1,1,15,3,15,-5.2467,20.7552,33.71,4.16,1.00
1987,1,4,11,25,22,-6.0894,24.8360,9.12,4.14,1.00
1987,1,6,1,7,13,-16.7373,26.6851,0.67,4.22,1.00
1987,1,9,11,47,52,-1.3835,22.6126,0.29,4.01,1.00
1987,1,20,8,7,39,-12.4811,20.1361,8.76,4.27,1.00
1987,1,21,15,58,35,-6.0897,26.1881,31.31,6.12,1.00
1987,1,21,23,5,40,-14.5965,26.2560,27.38,4.58,1.00
1987,1,22,13,12,24,-18.3376,28.2629,13.64,4.29,1.00
1987,1,24,10,8,17,-0.2683,21.6735,8.83,4.14,1.00
1987,1,28,12,15,40,-16.9448,29.8166,20.63,4.16,1.00
1987,1,28,22,27,3,-2.2496,25.9810,22.39,5.34,1.00
1987,1,31,4,0,25,-1.7405,20.2557,43.68,4.84,1.00
1987,2,3,15,49,45,-15.1355,20.1255,0.07,4.20,1.00
1987,2,6,0,5,42,-12.3208,27.9158,49.64,4.15,1.00
1987,2,13,19,35,1,-11.4401,29.0840,34.93,4.22,1.00
1987,2,15,7,9,23,-9.7115,20.3629,49.96,5.68,1.00
1987,2,17,1,17,45,-5.1319,21.5419,31.85,4.17,1.00
1987,2,20,17,23,44,-11.4935,29.0488,30.07,4.40,1.00
1987,2,22,17,39,18,-6.8199,25.3506,5.49,4.73,1.00
1987,2,25,15,57,53,-19.1401,21.8149,7.70,4.08,1.00
1987,2,27,0,25,6,-11.7060,25.0627,47.65,4.02,1.00
1987,2,28,19,42,57,-2.4506,20.7731,8.37,4.31,1.00
1987,3,3,18,37,35,-6.4401,20.3847,13.25,5.46,1.00
1987,3,4,14,24,46,-2.0449,23.6525,5.07,4.51,1.00
1987,3,7,19,39,9,-3.7837,21.2890,11.67,4.21,1.00
1987,3,10,5,53,10,-17.5610,23.4753,3.95,4.04,1.00
1987,3,11,23,23,6,-18.0610,24.2980,41.60,4.09,1.00
1987,3,13,1,18,50,-5.2222,23.0500,36.76,4.23,1.00
1987,3,13,15,58,35,-18.0919,25.1870,24.66,4.16,1.00
1987,3,19,15,36,36,-11.2920,27.1771,3.76,4.07,1.00
1987,3,20,13,29,9,-5.3905,21.3196,24.75,4.01,1.00
1987,3,20,23,26,50,-14.8838,22.4896,38.22,7.31,1.00
1987,3,21,16,32,57,-14.6311,28.6349,12.99,4.90,1.00
1987,3,22,11,6,1,-1.6850,21.7529,21.53,4.24,1.00
1987,3,27,3,43,22,-11.3630,22.6929,17.13,4.04,1.00
1987,4,1,2,2,5,-13.4802,26.2640,41.89,4.53,1.00
1987,4,3,5,3,53,-13.3447,24.0772,23.48,4.33,1.00
1987,4,4,10,36,1,-6.1558,26.8956,23.27,5.90,1.00
1987,4,8,7,56,18,-9.4496,21.0254,33.12,4.08,1.00
1987,4,11,10,46,49,-15.7413,21.7651,29.12,4.12,1.00
1987,4,12,2,27,24,-10.3270,25.8874,34.70,4.08,1.00
1987,4,12,11,18,18,-11.6179,28.7212,32.11,4.68,1.00
1987,4,13,5,4,25,-11.9060,21.5900,43.79,4.26,1.00
1987,4,14,22,51,53,-16.9696,20.8252,24.67,4.29,1.00
1987,4,15,1,28,48,-7.8134,23.6062,18.77,5.71,1.00
1987,4,15,21,52,55,-6.0797,20.0386,36.77,4.46,1.00
1987,4,16,5,30,57,-6.9689,23.2296,19.78,4.18,1.00
1987,4,22,13,12,24,-6.9838,26.7196,30.89,4.04,1.00
1987,4,22,16,21,53,-13.5911,21.2500,28.45,4.02,1.00
1987,4,23,19,14,54,-9.8280,21.4052,29.08,4.72,1.00
1987,4,24,12,47,55,-9.9119,20.4346,30.24,4.13,1.00
1987,4,25,17,11,20,-8.6129,27.8480,13.95,4.20,1.00
1987,4,26,16,38,10,-8.1683,29.0643,12.10,4.08,1.00
1987,5,2,22,49,15,-11.0993,20.6043,10.46,4.14,1.00
1987,5,3,18,45,52,-13.7480,22.1258,27.32,4.11,1.00
1987,5,8,1,12,30,-2.3017,24.2464,11.22,5.14,1.00
1987,5,10,16,16,1,-10.5675,26.7272,22.01,4.65,1.00
1987,5,11,3,19,50,-16.7782,21.0649,48.28,4.37,1.00
1987,5,12,6,52,2,-18.2796,26.6727,34.93,4.86,1.00
1987,5,14,21,30,26,-13.0553,20.5054,31.94,4.09,1.00
1987,5,15,22,4,23,-19.8645,27.1265,24.49,4.25,1.00
1987,5,16,15,31,53,-7.8728,20.6903,22.93,4.81,1.00
1987,5,17,6,31,29,-14.6648,25.6603,36.76,4.68,1.00
1987,5,18,13,13,10,-16.2903,28.4617,6.68,4.15,1.00
1987,5,19,16,37,52,-0.5400,22.1218,27.87,4.54,1.00
1987,5,28,15,10,9,-18.4964,23.9823,16.29,4.10,1.00
1987,5,28,20,32,25,-13.8458,22.8879,6.98,4.04,1.00
1987,5,29,4,2,11,-18.0262,22.4384,8.42,4.17,1.00
1987,5,31,17,48,27,-18.6015,24.9746,37.32,4.72,1.00
1987,5,31,22,42,9,-18.8414,21.2174,29.01,4.46,1.00
1987,6,1,1,7,53,-11.0216,29.7729,5.29,4.64,1.00
1987,6,3,3,32,10,-15.1553,27.8015,30.85,4.03,1.00
1987,6,13,0,27,17,-12.4378,26.0074,24.84,4.57,1.00
1987,6,14,5,0,32,-0.8718,24.2683,17.98,5.33,1.00
1987,6,15,16,38,12,-10.8681,27.0625,33.02,4.12,1.00
1987,6,18,14,18,26,-13.7496,24.1340,34.46,4.28,1.00
1987,6,19,3,38,7,-4.2278,23.9474,27.31,4.15,1.00
1987,6,28,14,9,54,-14.7585,28.1989,15.54,4.01,1.00
1987,7,3,6,33,9,-2.9133,22.2359,25.22,5.15,1.00
1987,7,5,10,30,31,-9.3587,20.0102,15.90,5.27,1.00
1987,7,7,23,53,27,-5.9443,27.7047,15.90,4.76,1.00
1987,7,10,16,42,42,-14.1749,22.0226,8.24,4.03,1.00
1987,7,12,0,11,8,-19.9393,21.4588,47.89,4.10,1.00
1987,7,12,17,56,57,-7.3068,20.9405,45.27,4.47,1.00
1987,7,13,14,59,56,-8.1223,24.7199,36.09,4.22,1.00
1987,7,13,19,38,13,-11.6471,29.4917,28.93,4.32,1.00
1987,7,15,8,11,6,-11.6834,22.7781,33.14,4.09,1.00
1987,7,15,11,57,34,-6.9850,27.1617,25.39,4.75,1.00
1987,7,17,15,12,1,-8.0999,29.0102,44.75,4.63,1.00
1987,7,23,10,9,58,-13.0498,27.1684,24.73,4.16,1.00
1987,7,23,18,36,58,-14.9530,24.9466,0.55,4.01,1.00
1987,7,24,14,45,1,-2.2801,24.5369,30.37,4.38,1.00
1987,7,25,0,7,44,-7.1988,25.9745,1.39,4.18,1.00
1987,7,31,1,41,15,-14.4801,21.3311,32.16,4.12,1.00
1987,8,4,19,11,33,-17.8971,23.8311,8.65,4.22,1.00
1987,8,5,1,59,16,-16.7226,25.9451,5.97,4.52,1.00
1987,8,7,14,59,32,-8.8146,25.9396,40.77,4.46,1.00
1987,8,8,4,5,49,-4.2864,27.0402,8.89,4.31,1.00
1987,8,8,18,33,38,-4.4425,26.8239,37.62,4.12,1.00
1987,8,12,16,28,48,-13.6922,26.2750,20.86,4.40,1.00
1987,8,13,1,41,54,-3.0369,23.4302,4.63,4.44,1.00
1987,8,14,20,19,29,-3.9485,24.8739,7.94,4.63,1.00
1987,8,16,21,16,32,-6.0674,24.9325,36.37,4.09,1.00
1987,8,17,23,24,10,-10.4942,20.4625,8.45,4.46,1.00
1987,8,19,5,55,40,-9.8812,24.0579,33.83,4.19,1.00
1987,8,19,8,48,27,-4.8866,27.1656,7.65,4.85,1.00
1987,8,20,5,10,52,-4.8494,22.3223,23.78,4.75,1.00
1987,8,21,20,49,50,-12.2381,29.5059,43.40,4.68,1.00
1987,8,25,19,56,40,-15.8876,26.1384,44.44,5.06,1.00
1987,8,27,15,36,4,-6.2800,27.7369,18.01,4.26,1.00
1987,8,31,16,48,1,-15.1068,28.1800,17.61,4.12,1.00
1987,9,2,10,53,45,-9.5878,20.7186,42.16,4.33,1.00
1987,9,2,23,39,9,-4.7475,24.0490,5.14,4.06,1.00
1987,9,3,7,25,20,-2.2962,23.3796,1.51,4.33,1.00
1987,9,3,22,45,43,-18.0230,27.1673,4.51,5.24,1.00
1987,9,4,16,57,33,-2.6249,25.4634,27.01,5.21,1.00
1987,9,5,8,25,54,-4.8515,22.3052,35.36,4.60,1.00
1987,9,5,14,20,55,-8.9675,22.8780,41.49,4.02,1.00
1987,9,5,15,53,13,-13.3172,21.8313,27.58,4.26,1.00
1987,9,7,22,51,16,-9.2820,23.1976,35.41,4.90,1.00
1987,9,9,16,50,5,-5.8796,26.9315,18.10,4.03,1.00
1987,9,13,23,8,33,-4.1029,22.9070,5.12,4.07,1.00
1987,9,17,9,37,40,-12.9484,20.3086,24.81,4.72,1.00
1987,9,18,6,24,0,-10.5467,24.5577,47.18,4.45,1.00
1987,9,20,17,20,21,-13.7246,25.1372,2.97,4.13,1.00
1987,9,21,13,57,41,-11.2998,22.7009,39.23,4.78,1.00
1987,9,23,5,47,43,-0.1127,21.3083,23.79,4.36,1.00
1987,9,24,9,35,55,-4.7774,23.4423,2.89,4.01,1.00
1987,9,24,10,5,30,-17.4627,25.7186,41.87,4.10,1.00
1987,9,28,23,38,40,-4.7085,22.6409,11.11,4.61,1.00
1987,9,29,8,39,44,-11.8654,23.1521,33.53,4.98,1.00
1987,9,30,0,50,11,-11.2930,22.7353,36.57,4.60,1.00
1987,10,1,3,21,22,-10.7092,24.1377,2.17,4.23,1.00
1987,10,1,14,4,51,-8.8891,29.2841,13.32,4.03,1.00
1987,10,1,14,56,50,-9.2227,27.1129,43.55,4.05,1.00
1987,10,1,21,8,4,-17.0621,23.4069,9.43,5.86,1.00
1987,10,2,16,1,10,-6.5580,27.1328,9.41,4.14,1.00
1987,10,2,19,45,18,-18.2451,24.0891,40.21,4.01,1.00
1987,10,5,0,41,6,-18.5648,20.6484,3.29,4.78,1.00
1987,10,7,23,40,20,-3.4510,22.5470,20.52,4.76,1.00
1987,10,9,1,15,51,-18.9480,22.8092,33.30,4.03,1.00
1987,10,11,11,12,23,-10.7511,20.0680,33.33,4.13,1.00
1987,10,11,23,22,14,-17.4717,28.1619,1.21,4.36,1.00
1987,10,12,12,56,26,-5.4273,20.3543,49.33,4.29,1.00
1987,10,14,2,5,38,-8.4044,24.0451,39.36,5.20,1.00
1987,10,14,12,23,26,-8.7918,25.2286,49.56,4.60,1.00
1987,10,17,23,1,48,-4.0027,23.9325,42.12,4.20,1.00
1987,10,21,5,18,0,-9.1183,20.7396,35.71,4.26,1.00
1987,10,23,9,19,49,-12.6617,27.2603,3.52,4.77,1.00
1987,10,24,14,27,22,-19.0301,29.1891,4.03,6.52,1.00
1987,10,27,1,47,38,-10.7445,24.3979,7.85,4.30,1.00
1987,10,28,13,41,25,-5.2978,24.8747,14.93,4.56,1.00
1987,10,31,0,50,46,-13.6470,26.0742,15.11,4.37,1.00
1987,11,1,20,58,50,-2.1198,23.6943,47.88,4.80,1.00
1987,11,2,10,22,22,-19.3123,23.0875,28.57,5.17,1.00
1987,11,2,16,45,15,-16.8116,29.6749,24.29,4.62,1.00
1987,11,3,15,32,34,-1.6079,23.1169,37.81,4.35,1.00
1987,11,6,23,22,28,-2.5303,20.1078,29.12,4.01,1.00
1987,11,9,12,17,30,-2.7092,24.9402,41.39,5.01,1.00
1987,11,10,1,26,30,-6.5511,26.0218,24.40,4.56,1.00
1987,11,13,12,24,21,-11.3962,21.3882,2.71,4.27,1.00
1987,11,14,21,11,3,-16.7355,25.7035,49.34,4.10,1.00
1987,11,18,16,2,10,-15.8067,23.4486,42.82,4.57,1.00
1987,11,25,1,1,56,-10.5783,20.5296,46.22,4.04,1.00
1987,11,27,22,31,52,-13.0277,20.4067,22.04,4.16,1.00
1987,11,30,14,48,35,-9.5770,28.8358,27.41,4.03,1.00
1987,12,1,15,2,8,-6.0089,22.7359,20.92,4.15,1.00
1987,12,3,16,0,53,-14.5844,22.1471,21.24,4.07,1.00
1987,12,5,11,47,37,-1.4017,23.9645,7.63,4.77,1.00
1987,12,6,1,3,31,-12.8707,25.4566,47.77,4.05,1.00
1987,12,7,20,2,32,-17.6461,22.2099,9.21,4.27,1.00
1987,12,9,11,47,51,-14.6078,29.6274,19.94,4.02,1.00
1987,12,14,3,22,45,-17.5438,22.0098,38.63,4.98,1.00
1987,12,14,12,24,39,-6.6708,27.4784,31.40,4.70,1.00
1987,12,15,9,59,44,-1.9821,23.1075,47.88,4.08,1.00
1987,12,17,11,20,46,-12.7398,27.5442,12.12,4.28,1.00
1987,12,21,6,20,54,-19.7529,29.3847,24.27,4.02,1.00
1987,12,22,18,3,58,-16.5610,24.8068,22.57,4.21,1.00
1987,12,27,5,11,53,-9.8955,27.9347,2.41,4.37,1.00
1987,12,27,15,12,27,-11.9191,21.1727,48.19,5.02,1.00
1988,1,4,3,14,10,-18.6112,28.8580,38.94,4.08,1.00
1988,1,5,0,3,17,-9.0903,21.2937,26.29,4.06,1.00
1988,1,6,11,29,49,-9.4985,28.5221,13.65,5.01,1.00
1988,1,7,5,3,44,-2.1840,21.8504,48.87,4.01,1.00
1988,1,7,18,30,42,-16.3988,29.0594,37.73,4.21,1.00
1988,1,11,12,0,43,-7.8844,24.4769,35.04,4.39,1.00
1988,1,11,16,47,47,-9.8730,27.7467,46.61,4.01,1.00
1988,1,15,1,56,6,-19.8503,20.8744,39.37,4.02,1.00
1988,1,15,11,41,15,-7.2367,24.2133,11.72,4.42,1.00
1988,1,17,11,45,49,-16.3223,28.5118,46.48,4.46,1.00
1988,1,18,14,23,31,-19.3126,27.6400,2.15,4.56,1.00
1988,1,26,14,41,13,-17.8805,21.5016,32.57,4.54,1.00
1988,1,28,12,37,15,-13.9186,25.6510,42.00,4.05,1.00
1988,1,31,2,23,2,-3.0274,21.3327,47.09,4.58,1.00
1988,1,31,8,44,18,-4.3612,20.6703,44.39,4.19,1.00
1988,2,1,8,54,39,-0.3340,21.0400,2.92,6.29,1.00
1988,2,1,22,12,45,-19.6186,28.0553,15.53,4.25,1.00
1988,2,4,8,27,44,-17.0215,21.0677,14.32,4.19,1.00
1988,2,11,5,21,57,-0.3295,25.0080,40.57,4.04,1.00
1988,2,11,18,7,26,-11.9565,22.5015,25.20,4.26,1.00
1988,2,12,2,16,13,-10.0013,23.5050,45.41,4.01,1.00
1988,2,18,21,17,28,-7.2318,26.1172,42.53,4.08,1.00
1988,2,24,23,40,9,-10.0789,28.7895,48.13,4.23,1.00
1988,2,25,14,31,55,-4.2403,23.5597,36.38,4.24,1.00
1988,2,26,9,9,52,-17.2090,21.5151,17.49,4.20,1.00
1988,2,26,21,21,55,-15.7669,21.3609,25.45,6.40,1.00
1988,3,3,13,56,10,-19.1129,27.1356,20.18,4.10,1.00
1988,3,5,2,55,46,-19.5956,27.0098,38.51,4.42,1.00
1988,3,10,2,8,16,-2.0825,20.5222,5.26,4.59,1.00
1988,3,11,1,49,32,-7.8194,26.1365,3.64,4.86,1.00
1988,3,11,4,1,2,-2.7768,21.4852,2.24,4.15,1.00
1988,3,11,6,5,28,-6.8925,22.6601,1.67,5.06,1.00
1988,3,15,8,19,39,-10.3062,21.4152,20.80,4.66,1.00
1988,3,15,9,2,37,-15.4931,27.2469,22.06,4.37,1.00
1988,3,17,4,5,26,-9.9344,23.3820,43.88,4.59,1.00
1988,3,24,12,57,34,-7.9624,23.4308,20.82,4.86,1.00
1988,3,25,3,22,33,-10.8490,25.3175,1.44,5.79,1.00
1988,3,25,9,27,15,-14.6027,22.7785,43.29,4.48,1.00
1988,3,26,10,40,31,-5.6072,21.2355,29.17,4.23,1.00
1988,3,26,18,39,53,-17.0277,22.0654,49.77,5.22,1.00
1988,4,1,22,41,40,-2.6540,22.9710,27.72,4.45,1.00
1988,4,1,23,52,31,-2.0115,23.4256,18.37,4.42,1.00
1988,4,7,11,14,57,-6.1825,21.0481,43.17,4.59,1.00
1988,4,11,2,0,39,-18.8201,26.8699,24.74,5.08,1.00
1988,4,11,16,41,56,-15.7252,20.4500,41.44,4.82,1.00
1988,4,13,0,6,54,-19.7930,22.6698,5.64,4.63,1.00
1988,4,14,17,14,15,-12.3213,25.0260,48.88,4.17,1.00
1988,4,18,6,48,11,-12.6623,26.3285,4.29,4.27,1.00
1988,4,21,12,18,14,-8.1711,22.6124,6.25,4.36,1.00
1988,4,23,15,26,52,-9.9073,21.5423,19.09,4.38,1.00
1988,4,24,6,16,49,-6.7804,27.0009,27.16,4.39,1.00
1988,4,25,18,21,30,-6.2744,23.1043,6.11,4.61,1.00
1988,4,25,20,32,2,-3.3757,24.9782,49.45,5.93,1.00
1988,5,1,2,51,0,-14.4202,21.2302,33.25,4.10,1.00
1988,5,1,9,20,10,-14.5324,22.2249,35.00,4.13,1.00
1988,5,1,13,5,14,-5.3977,23.4082,7.05,4.39,1.00
1988,5,10,8,29,21,-14.2654,27.2236,6.19,4.11,1.00
1988,5,10,17,14,51,-17.8776,22.5926,35.02,4.25,1.00
1988,5,12,5,40,14,-5.6576,26.1572,7.68,4.04,1.00
1988,5,15,18,19,37,-7.5361,23.2661,47.35,4.33,1.00
1988,5,16,6,13,25,-16.6870,23.2631,27.18,4.39,1.00
1988,5,22,7,47,1,-10.3146,25.7676,26.03,4.85,1.00
1988,5,24,8,40,13,-9.7928,22.2253,22.49,4.42,1.00
1988,5,31,14,1,45,-12.1263,27.9677,40.35,4.53,1.00
1988,6,1,4,10,7,-15.8612,26.8352,24.70,4.24,1.00
1988,6,2,8,33,37,-9.7010,27.1648,30.31,4.95,1.00
1988,6,4,15,46,49,-17.2212,21.3367,38.39,4.26,1.00
1988,6,5,2,27,7,-11.8835,21.9832,17.54,4.71,1.00
1988,6,10,22,9,29,-17.6750,26.4834,34.36,4.01,1.00
1988,6,13,7,33,54,-0.1802,24.9693,29.85,4.62,1.00
1988,6,18,17,25,15,-0.8987,25.1250,7.46,4.15,1.00
1988,6,24,21,10,44,-7.1789,27.2648,3.06,4.45,1.00
1988,6,28,5,37,28,-12.4756,27.5487,11.26,5.21,1.00
1988,6,28,18,24,7,-7.7630,23.6068,27.81,4.39,1.00
1988,6,29,1,29,52,-11.1831,25.0882,3.59,5.22,1.00
1988,6,29,23,35,46,-6.9238,23.9441,49.57,4.35,1.00
1988,7,1,16,0,19,-15.5087,23.2210,48.51,4.15,1.00
1988,7,12,23,30,41,-13.3547,22.9966,22.53,4.51,1.00
1988,7,13,0,29,54,-16.4130,29.9665,24.61,4.02,1.00
1988,7,15,6,48,9,-18.0068,22.2390,4.62,5.51,1.00
1988,7,16,4,5,30,-13.8123,23.7287,41.22,4.70,1.00
1988,7,19,17,50,51,-13.7959,22.9426,28.33,4.30,1.00
1988,7,26,15,36,8,-1.7812,20.5797,11.51,4.03,1.00
1988,7,29,9,47,31,-1.3725,20.5980,25.07,4.64,1.00
1988,7,29,20,59,43,-5.3295,25.8511,0.32,4.28,1.00
1988,7,30,8,54,59,-19.2744,28.3015,26.66,5.20,1.00
1988,7,30,10,52,58,-7.4630,25.7685,37.67,4.16,1.00
1988,8,3,14,53,36,-2.5526,21.2725,29.28,4.05,1.00
1988,8,5,6,20,57,-5.9348,20.0729,31.92,4.03,1.00
1988,8,5,8,7,29,-5.1040,25.5781,30.03,4.76,1.00
1988,8,5,12,50,55,-4.6915,25.9863,39.62,4.61,1.00
1988,8,7,8,53,51,-0.8312,24.2059,48.93,4.43,1.00
1988,8,13,6,49,30,-7.3047,25.2382,17.26,4.09,1.00
1988,8,13,13,8,27,-16.2490,26.6598,11.35,4.11,1.00
1988,8,14,22,10,41,-9.9935,27.1492,27.82,4.29,1.00
1988,8,18,10,49,49,-17.0398,23.7510,28.39,4.35,1.00
1988,8,19,5,57,25,-14.6779,29.3476,36.53,5.05,1.00
1988,8,21,19,24,39,-13.8555,29.0431,45.04,4.38,1.00
1988,8,22,3,38,34,-17.9697,21.5801,13.44,4.28,1.00
1988,8,22,22,40,39,-13.1400,21.2476,31.60,4.13,1.00
1988,8,23,14,52,47,-15.2864,20.9844,9.32,4.57,1.00
1988,8,24,8,33,51,-9.4692,20.5259,45.34,4.08,1.00
1988,8,26,2,3,45,-5.9841,20.2733,35.18,4.00,1.00
1988,8,26,6,26,36,-1.7923,25.4159,4.19,4.40,1.00
1988,8,27,16,43,49,-15.7705,22.5375,25.91,4.85,1.00
1988,8,28,19,13,52,-4.0350,23.9095,9.68,4.16,1.00
1988,8,30,7,36,53,-11.0435,21.4546,0.89,4.29,1.00
1988,8,31,2,6,20,-8.1127,26.2840,9.63,4.70,1.00
1988,9,3,17,28,43,-8.3642,29.1094,37.54,6.12,1.00
1988,9,7,9,29,36,-13.0343,29.2690,41.78,4.57,1.00
1988,9,7,16,8,15,-7.8738,23.9184,44.53,4.13,1.00
1988,9,9,6,32,8,-12.4875,20.6325,42.56,4.96,1.00
1988,9,9,10,1,47,-16.4967,27.9599,26.23,4.18,1.00
1988,9,11,13,58,2,-15.5143,24.5679,19.65,4.62,1.00
1988,9,13,22,20,31,-4.3751,21.0888,45.16,4.39,1.00
1988,9,19,3,19,23,-12.7711,24.9148,20.05,4.72,1.00
1988,9,25,20,52,50,-0.9825,21.6605,16.10,4.14,1.00
1988,9,26,12,20,4,-7.4993,23.9419,26.87,4.13,1.00
1988,9,26,19,18,13,-15.8987,20.1442,31.47,4.25,1.00
1988,9,27,7,19,53,-17.7374,25.9949,19.93,4.22,1.00
1988,9,28,10,2,44,-12.0821,28.5615,2.50,4.87,1.00
1988,9,29,13,14,19,-17.3189,21.1302,37.39,4.87,1.00
1988,9,30,9,7,41,-7.9343,25.8500,17.23,4.36,1.00
1988,10,1,1,7,11,-2.6247,25.9913,15.72,4.83,1.00
1988,10,3,23,59,46,-5.1345,22.6397,37.01,4.13,1.00
1988,10,8,7,53,28,-19.3045,29.2384,17.49,4.02,1.00
1988,10,9,11,55,58,-19.2227,27.9235,5.41,4.27,1.00
1988,10,10,23,33,0,-7.3827,23.7716,29.23,4.26,1.00
1988,10,15,6,52,46,-18.6196,29.5440,2.78,4.95,1.00
1988,10,19,0,48,14,-12.5731,25.9862,22.01,4.65,1.00
1988,10,19,15,24,34,-9.2213,23.2797,34.53,4.32,1.00
1988,10,22,9,46,8,-2.0732,24.8235,34.72,5.75,1.00
1988,10,27,10,47,36,-5.6272,26.1498,0.48,4.43,1.00
1988,10,28,18,22,4,-16.5032,21.8533,43.66,5.59,1.00
1988,10,30,11,19,50,-13.7652,27.5003,22.08,4.41,1.00
1988,11,4,2,15,3,-12.6335,27.8241,27.57,4.08,1.00
1988,11,5,8,31,22,-17.1892,25.8153,23.72,5.47,1.00
1988,11,6,14,15,11,-15.1115,24.0542,46.61,4.26,1.00
1988,11,7,4,56,21,-11.8444,21.9657,29.88,4.18,1.00
1988,11,7,14,12,50,-10.2713,28.0467,11.18,4.06,1.00
1988,11,10,16,23,17,-17.9052,29.2457,9.74,4.14,1.00
1988,11,11,13,49,56,-3.6444,25.0949,10.63,4.86,1.00
1988,11,12,22,51,14,-2.9117,22.7065,46.15,4.12,1.00
1988,11,13,11,34,0,-10.9517,29.8755,11.25,4.02,1.00
1988,11,16,3,45,30,-11.9644,23.5745,39.80,5.32,1.00
1988,11,19,1,8,51,-13.2828,24.8955,10.78,4.97,1.00
1988,11,20,10,34,39,-13.2358,21.5926,49.22,4.12,1.00
1988,11,22,5,33,26,-11.0795,21.7168,18.14,4.21,1.00
1988,11,23,17,3,0,-13.8081,29.4921,21.73,5.33,1.00
1988,11,26,19,24,19,-14.8109,29.8960,26.75,5.55,1.00
1988,11,30,13,3,6,-10.4373,26.2427,47.60,4.09,1.00
1988,12,2,6,29,41,-13.8297,26.7655,31.75,4.21,1.00
1988,12,3,0,56,37,-1.2851,24.8202,4.66,4.02,1.00
1988,12,9,19,18,17,-16.1374,25.2757,7.28,5.55,1.00
1988,12,11,5,5,53,-16.0223,21.1415,5.79,4.47,1.00
1988,12,14,17,56,25,-1.8950,21.8222,23.17,4.10,1.00
1988,12,17,7,2,25,-2.0040,25.0698,19.21,4.04,1.00
1988,12,17,20,51,44,-10.7986,26.6827,19.25,4.24,1.00
1988,12,18,16,50,39,-9.4524,24.8401,8.13,4.59,1.00
1988,12,18,18,24,54,-5.2150,26.1775,40.56,4.05,1.00
1988,12,20,14,43,57,-9.7775,23.1970,36.37,4.12,1.00
1988,12,21,20,4,31,-8.4323,21.2431,37.65,4.31,1.00
1988,12,22,13,30,17,-1.9844,24.3599,23.62,4.22,1.00
1988,12,22,21,45,14,-3.4191,23.1374,28.06,4.25,1.00
1988,12,24,12,0,58,-12.0155,22.1384,16.81,4.36,1.00
1988,12,25,14,22,12,-15.7819,24.9400,10.39,4.77,1.00
1988,12,26,18,43,20,-4.4698,22.5612,13.13,4.08,1.00
1988,12,27,9,32,6,-4.1599,23.4894,33.05,4.87,1.00
1988,12,27,14,45,5,-18.8371,26.9726,14.68,4.13,1.00
1988,12,29,7,33,40,-11.1711,20.7400,47.46,4.24,1.00
1989,1,3,12,47,40,-8.3464,27.1753,39.77,4.45,1.00
1989,1,3,20,32,6,-16.3645,28.7231,10.70,4.18,1.00
1989,1,5,8,4,26,-8.0342,24.1015,5.74,4.67,1.00
1989,1,8,16,51,11,-5.6675,23.7700,12.26,4.24,1.00
1989,1,11,2,11,57,-6.5455,25.9490,36.23,4.01,1.00
1989,1,16,21,53,37,-13.5146,26.2939,43.15,4.04,1.00
1989,1,18,16,11,9,-18.3146,22.0997,7.65,4.09,1.00
1989,1,20,14,55,3,-19.2882,23.8194,6.70,4.83,1.00
1989,1,21,13,52,51,-0.5671,24.5542,2.39,4.66,1.00
1989,1,23,8,29,59,-11.1197,20.0740,47.95,4.51,1.00
1989,1,23,18,12,9,-18.1093,26.4254,0.96,4.35,1.00
1989,1,25,20,53,22,-18.2448,22.6018,40.71,5.43,1.00
1989,1,28,8,6,25,-6.7303,25.5451,22.38,4.52,1.00
1989,1,30,6,58,30,-14.7984,24.4755,20.76,4.06,1.00
1989,2,10,15,40,15,-12.3659,21.1437,22.38,4.05,1.00
1989,2,11,14,27,12,-3.9314,24.1294,1.07,4.03,1.00
1989,2,12,5,47,35,-6.7405,24.7595,34.06,4.39,1.00
1989,2,16,9,32,7,-3.0448,23.9152,3.55,4.89,1.00
1989,2,19,11,47,12,-18.1960,23.3913,38.02,5.20,1.00
1989,2,19,20,23,34,-4.8296,20.6362,27.61,4.01,1.00
1989,2,22,18,37,12,-0.1082,24.5477,21.27,4.15,1.00
1989,2,23,18,28,59,-6.0528,23.4909,13.91,4.08,1.00
1989,2,24,2,48,52,-4.1889,23.3160,35.44,4.49,1.00
1989,2,25,21,20,18,-9.9279,21.1526,10.21,5.28,1.00
1989,2,28,22,20,20,-4.8883,21.2164,18.83,4.38,1.00
